startup_stage,industry,region,requested_amount,pre_money_valuation,team_size,founders_experience_years,annual_revenue,market_size_estimate,investment_amount,is_rejected
Seed,E-commerce,Europe,5503916.472763862,32181022.92330941,7,5,715239.6160909326,9784757.057879912,4214433.395291577,0
Series A,EdTech,Europe,4287648.558618561,26668680.333962448,11,4,809987.030159821,20446700.81488275,0.0,1
Pre-Seed,FinTech,Europe,2001637.9438799573,15595364.798795829,5,6,0.0,8959587.442618066,2175676.1180871264,0
Pre-Seed,AI/SaaS,US,307967.73748393613,1844111.3763003564,5,5,0.0,22627700.739709597,0.0,1
Idea,E-commerce,US,631314.8408064636,4441454.146832775,5,8,0.0,4303428.616876002,0.0,1
Series B,HealthTech,Europe,7068349.739172373,36045786.0798904,12,13,332390.2093671712,11175081.9597983,6589960.482760031,0
Seed,E-commerce,Europe,1996708.7101251,10842767.657223376,11,3,69829.59131848882,6441332.675509693,0.0,1
Series A,AI/SaaS,Europe,5004095.51782752,18233565.18657677,11,9,4811073.613862551,15790861.186580451,0.0,1
Pre-Seed,ClimateTech,US,1892437.983310291,10215337.5580659,4,12,0.0,7975555.381891038,2138563.317608551,0
Seed,E-commerce,Europe,4033376.603364341,18085810.867943235,15,3,1328010.139984686,5138993.495474458,0.0,1
Seed,ClimateTech,US,922714.3895946254,5456552.374508638,8,5,407083.8224074703,6438526.105214096,929519.402606358,0
Pre-Seed,EdTech,US,934287.9890095048,3140272.8311436046,10,6,0.0,2145958.007821294,728423.5674856711,0
Series A,E-commerce,Europe,5575049.756695718,25580950.546679564,11,5,433380.8919279579,5572403.325187017,5199574.700339703,0
Idea,FinTech,LATAM,586803.4212238933,2242730.608405658,4,5,0.0,6731512.862082822,0.0,1
Seed,FinTech,Asia,2672578.2879919107,13628284.156902485,11,6,162201.53226986356,8638229.278509514,0.0,1
Seed,HealthTech,US,798275.720999716,5506925.006633427,8,13,86389.80132695194,3356848.386465725,845019.4911055898,0
Seed,E-commerce,US,2717041.1161523084,16520519.15788619,2,1,89675.86902086537,6812176.600347988,0.0,1
Seed,E-commerce,US,2833025.344559612,20823662.026486788,10,4,648219.620411542,4972342.832536103,2530860.748940109,0
Seed,EdTech,US,1073870.910106213,8440722.931528244,12,7,442256.2835148162,39035313.76085294,907400.871452566,0
Series A,ClimateTech,US,5679952.600640336,34566691.48042986,10,10,425611.5721749099,1527413.9532140845,0.0,1
Series B,FinTech,LATAM,6676965.7033392815,27551594.382784616,15,8,752513.9004667731,13473514.351454956,3867048.18982976,0
Series A,FinTech,LATAM,4371282.738101998,30662753.842357226,10,8,284504.48312482185,45903628.13547139,4307817.632178798,0
Seed,EdTech,Asia,532016.9911086728,3004779.962286406,10,7,881108.9385575446,33623076.54881224,382307.3182871277,0
Pre-Seed,ClimateTech,Asia,209225.8284938196,977321.9861638792,8,4,0.0,8629823.507977728,191602.2390540476,0
Pre-Seed,E-commerce,US,1936318.89640185,8128456.126931472,6,5,0.0,4922182.657294959,0.0,1
Pre-Seed,HealthTech,Europe,260024.84914919213,1018730.4818233044,4,5,0.0,11226140.983285582,173071.2569618785,0
Pre-Seed,HealthTech,Asia,1332883.1828891567,10625590.229539042,6,8,0.0,19505015.282308493,1111074.769885359,0
Pre-Seed,E-commerce,US,1027891.930820824,7149872.537068314,3,3,0.0,8677890.910014648,945916.4038018676,0
Pre-Seed,ClimateTech,Europe,500754.0190448119,3718824.034633633,6,5,0.0,75187463.13817291,0.0,1
Series A,FinTech,US,1637172.190698821,6733106.15395857,10,5,362489.6120567601,22218286.85420539,942235.432432886,0
Seed,ClimateTech,US,1250594.8604816543,8946002.004743498,9,9,198012.65032954767,13898140.215644768,1228431.9916652096,0
Idea,FinTech,US,572507.2213791669,2269069.9943741867,4,7,0.0,3791911.309126655,413144.0129071471,0
Pre-Seed,EdTech,Europe,906235.5502067046,4857341.374156563,10,8,0.0,6047749.726433245,954224.4532045332,0
Series A,E-commerce,US,4239503.134424937,21950716.2807861,14,6,5789924.937407474,10826747.140219633,4439173.763643865,0
Seed,HealthTech,Asia,4784554.497175054,38092464.51401628,10,7,319054.07428408536,5923931.421282549,0.0,1
Pre-Seed,AI/SaaS,US,1445162.557567258,9568761.248633426,4,8,0.0,8528846.751901986,0.0,1
Seed,HealthTech,US,2080544.5553991464,16189913.49832355,8,7,16917.69559237862,15662421.440465713,0.0,1
Seed,E-commerce,Europe,1240314.806786853,7148978.299164956,8,8,149677.57371339452,11101993.461246245,0.0,1
Pre-Seed,AI/SaaS,US,367234.7763888226,2801850.9404052244,8,6,0.0,3144777.33758521,367100.7310894885,0
Pre-Seed,E-commerce,Asia,1601602.3484479892,11121111.939203933,5,7,0.0,7817350.257273034,1816570.57616537,0
Seed,E-commerce,US,1402815.7286424404,8091586.872311792,10,6,457995.58824350784,9213811.024625251,1237113.2641111673,0
Pre-Seed,EdTech,Asia,583590.4572471884,4470469.075204024,3,5,0.0,36592868.139888674,0.0,1
Series A,FinTech,Europe,3602158.4694969584,27414304.89347714,9,7,4977533.1289726095,1807310.3847173944,3886911.142602133,0
Pre-Seed,FinTech,US,1762805.181291563,13945647.133797264,6,3,0.0,14166614.984129611,0.0,1
Series A,AI/SaaS,US,6268009.200236785,32789382.8215378,12,11,541755.4222128151,5997590.454605897,0.0,1
Pre-Seed,E-commerce,US,4373609.754498536,18053580.76139073,7,5,0.0,19664110.921451136,2255374.2274810304,0
Seed,EdTech,Europe,3683868.078806157,16907259.73421494,6,5,507316.8277715421,2935263.186711108,3934515.137181572,0
Seed,EdTech,US,577762.3249058838,2059760.622400921,9,1,716766.1358433784,17183959.69039964,0.0,1
Series A,AI/SaaS,Europe,9359668.273631506,46201239.6254861,14,6,59793.24232386373,21509893.806171197,10437184.976764644,0
Series A,AI/SaaS,LATAM,13126104.44584612,98769447.356172,8,4,313494.0581843563,21864558.91511884,7452947.112775932,0
Idea,HealthTech,US,316630.94008568535,1774352.654861353,5,1,0.0,8564623.946893461,0.0,1
Series B,ClimateTech,US,4491072.513096511,18610329.084094174,17,13,212014.1127619844,15692336.839299288,3465223.188831712,0
Seed,HealthTech,LATAM,1949268.5785856608,6854365.4323069565,9,1,122803.94222392168,5833563.945925683,0.0,1
Seed,ClimateTech,US,2740504.415877553,9553820.682841104,12,6,836290.1307687516,9175082.638443695,3138906.5773432017,0
Seed,EdTech,US,902564.6642376157,7017482.346201655,12,6,3587494.7669057366,10570229.96022456,838564.2284425078,0
Series A,ClimateTech,US,13580465.06266012,105053735.4407136,11,8,991329.375994852,4635033.74135853,12911795.109163936,0
Series A,HealthTech,US,6782478.997955513,28212512.514769644,9,7,229874.5415986477,13836787.196702234,6252511.679793465,0
Seed,E-commerce,Europe,2442631.951533968,8196828.182846156,6,4,864297.2323988144,5503142.76588492,2530087.4727601022,0
Seed,FinTech,Europe,1348897.7130730434,8504021.871091649,11,3,69354.14021342617,10584852.203767736,1336970.577695069,0
Series B,EdTech,Europe,4199060.448551827,23538635.26109728,11,5,678775.5885964953,10061715.824203586,2471701.2137828893,0
Seed,ClimateTech,Europe,1407641.5767173842,10939101.879643716,11,8,308931.68848697207,4809513.039708641,906021.3324438035,0
Pre-Seed,ClimateTech,Europe,1485433.8976409363,7173347.5310335765,6,5,0.0,8129405.532285494,1314426.2467668457,0
Series A,E-commerce,US,3085654.6766282995,23853944.72910107,9,2,1575974.4392507728,11089945.900846418,3328326.9356159978,0
Idea,HealthTech,US,612169.971152505,2178098.020111709,8,3,0.0,18286347.97817527,0.0,1
Seed,FinTech,US,4387478.067146447,24113546.22718956,11,6,475560.9218009453,9527176.28352543,4986294.132059719,0
Seed,ClimateTech,US,2691142.9730040664,19207215.3114918,9,8,47427.21290678429,14427312.617936078,2449836.924408305,0
Series B,HealthTech,Europe,6346896.30905477,24100779.117772505,15,7,2390389.466770157,1719574.0680150765,0.0,1
Series A,ClimateTech,US,10721394.916354671,38822649.63730244,11,6,151133.78221829602,13342859.005498009,6572199.750039919,0
Idea,EdTech,Europe,663946.9009144086,3055252.3228414943,7,4,0.0,25589238.873271517,0.0,1
Idea,FinTech,Europe,3089595.883480226,12157586.15256206,5,2,0.0,12059691.78426412,0.0,1
Seed,AI/SaaS,LATAM,723728.7635957475,2856556.1764366594,13,5,270879.5001084008,5094958.757772023,0.0,1
Pre-Seed,EdTech,US,851454.9305875062,5544710.212627198,5,5,0.0,8473344.704845523,767541.1742817593,0
Pre-Seed,ClimateTech,Asia,2345301.0885516605,10639285.156486332,2,5,0.0,3324928.2016730453,1850210.350763828,0
Seed,FinTech,US,2825160.357495625,21342712.43975261,8,13,240731.76753888023,6122700.801864962,1674467.365640868,0
Series B,HealthTech,Asia,7458693.411361732,54162686.15775731,14,10,554439.2146491465,7964503.736506517,7480989.202612198,0
Series B,ClimateTech,US,5152533.485836827,17667509.266493466,12,5,1099018.0216475844,13637298.19221906,0.0,1
Idea,FinTech,Europe,531232.6113225622,2596012.197064037,7,3,0.0,12400843.770293314,0.0,1
Seed,AI/SaaS,US,1830886.9493141703,8553826.875638628,9,8,730996.7868599298,4018585.413384247,0.0,1
Seed,EdTech,US,1128902.977741646,3541475.409443206,11,7,520795.8545042617,5335040.332433755,632248.2221480189,0
Pre-Seed,AI/SaaS,Asia,1732317.5693764652,13246088.180684982,5,3,0.0,11295209.546959668,0.0,1
Pre-Seed,HealthTech,US,463572.2358840844,3432562.4022577046,5,4,0.0,2657171.0625099987,0.0,1
Pre-Seed,E-commerce,US,2288178.795169983,7564593.010026681,5,3,0.0,4523905.512139162,0.0,1
Pre-Seed,EdTech,Europe,681074.1545768683,3580917.6303120563,4,5,0.0,5806943.561616634,383325.8872122828,0
Idea,HealthTech,Europe,454539.21802881296,3099243.8625576603,2,6,0.0,4176428.975064424,0.0,1
Series A,EdTech,Europe,3105692.725815123,14656629.779647345,11,9,111218.41001119152,6821067.0979779055,3163108.6488121725,0
Seed,AI/SaaS,Europe,1731066.2807329253,11371194.100393254,9,6,205699.24398609388,7281743.510653312,0.0,1
Idea,AI/SaaS,LATAM,271965.0038114308,1829154.431127225,2,4,0.0,28571236.859089408,243279.31289815725,0
Idea,E-commerce,LATAM,1123321.2945659915,7948030.903443368,4,0,0.0,2535385.818105946,0.0,1
Seed,AI/SaaS,LATAM,1220409.2433145128,6351061.7891508825,5,3,294378.81053592946,4978506.475454729,0.0,1
Idea,HealthTech,US,375847.70494498377,2875528.0990702994,6,4,0.0,6537844.919811973,0.0,1
Series A,FinTech,US,12568077.555254148,51385307.363547735,14,6,312919.2157307068,6014661.295124865,10215340.687767755,0
Seed,EdTech,US,5236765.163919942,18114151.849469017,7,7,2003736.384741629,22586219.10699248,0.0,1
Idea,HealthTech,Europe,77531.68277720659,595376.0521618463,2,3,0.0,8626253.33184498,61083.21230471935,0
Pre-Seed,HealthTech,Europe,1151178.8953274488,3624062.3864547983,4,4,0.0,9469406.715965856,637332.8462621749,0
Seed,EdTech,LATAM,4009785.641964968,23639391.453182045,9,6,208389.29824220744,1168829.0901115844,0.0,1
Idea,FinTech,LATAM,1377703.3092088113,4716500.860062559,3,3,0.0,38677970.26430612,0.0,1
Seed,EdTech,US,822362.904437119,6428767.656898454,9,11,371549.29102266266,14129588.83979746,638268.6311415854,0
Idea,E-commerce,Europe,348140.1434019773,1707739.7457537877,7,7,0.0,11543232.43252416,358122.40884190943,0
Series A,AI/SaaS,US,4295393.98018955,23217327.34588256,11,8,1947113.4268892405,8373107.87394333,3672559.862848967,0
Series B,E-commerce,Europe,9127177.051756822,35794762.903239176,9,7,611330.1818841241,3973642.595597933,6917646.793357273,0
Pre-Seed,HealthTech,US,1848585.260531846,8691745.324965522,5,6,0.0,65804455.141838536,0.0,1
Seed,EdTech,US,3079310.3084749565,21435821.699335605,13,6,456896.4976133084,5997880.26537189,0.0,1
Seed,EdTech,LATAM,783991.1048204402,5044202.022812165,9,4,203000.2172906233,15861323.878927885,808589.7711475918,0
Seed,EdTech,Asia,1906316.532438728,10495976.09090556,9,5,900964.9902459552,4892548.602445992,1242148.1689216166,0
Seed,ClimateTech,US,1772339.1595666118,9889706.71248739,12,3,472922.4453879607,6008566.1867220495,1677247.5804910702,0
Seed,HealthTech,Europe,2639950.88716421,8434556.664401993,6,5,137122.023272104,3937782.7985432353,0.0,1
Pre-Seed,FinTech,Europe,1036880.0113371516,3723532.3445536615,12,8,0.0,6248493.073608646,0.0,1
Series A,HealthTech,Europe,1611976.0424254742,8312696.810506913,8,6,892527.5236634272,8796189.390245536,1440967.222261832,0
Idea,ClimateTech,US,479485.7007560861,1967952.71699336,4,2,0.0,26658129.27464014,0.0,1
Series A,AI/SaaS,Europe,2816582.1602935507,18777720.20616392,10,9,575837.6303141692,1693697.7430623586,3122849.2557422365,0
Pre-Seed,HealthTech,Europe,1331811.8192470376,4721671.525892085,6,5,0.0,4289498.776476584,0.0,1
Pre-Seed,FinTech,Europe,768235.8056140783,3141872.7994600874,5,4,0.0,5621564.75841295,0.0,1
Series A,EdTech,Europe,4831346.420200665,21552738.62024611,11,8,353222.2475306668,16352204.066914951,4073568.3332814057,0
Seed,AI/SaaS,US,1812465.9637684869,7972318.753434258,6,5,711667.3619526194,22079364.58680672,0.0,1
Pre-Seed,EdTech,Europe,1651389.378905533,10038838.049027093,10,5,0.0,5768615.316233128,1889369.3007344608,0
Idea,HealthTech,Europe,355402.172720292,2067844.4237835405,7,5,0.0,5794703.754718857,0.0,1
Series B,HealthTech,Europe,6911998.0560950935,52939216.97753098,11,7,337191.53368925565,22286624.61384297,6126050.163349167,0
Seed,E-commerce,Europe,8466031.17611344,42031008.44055175,7,4,568423.7625745612,18308280.40043857,8112252.552706557,0
Pre-Seed,AI/SaaS,US,1003550.6117128426,7018228.173165976,4,5,0.0,7575871.2526791645,836927.9982230869,0
Series A,HealthTech,US,4963213.934543799,22308204.274446715,11,2,175014.37310292144,13811845.985887764,0.0,1
Series A,AI/SaaS,Europe,583437.7459271329,2705270.0473586614,11,7,1122199.0176939736,25526261.636452943,549430.6887181312,0
Seed,HealthTech,Asia,1841861.159307002,6394821.4301182665,8,12,920461.9390981472,15066448.678823143,1462265.7081296365,0
Series B,ClimateTech,US,17801333.16374726,141478528.8690802,11,8,1074531.3989952528,11766302.803407958,18616489.25638053,0
Pre-Seed,HealthTech,US,706058.634803928,2647216.795498035,7,2,0.0,36608547.641434684,0.0,1
Idea,AI/SaaS,US,284128.7756236707,1323471.8806043984,5,5,0.0,9211689.02600187,0.0,1
Idea,HealthTech,US,440850.1208570394,3211947.101876598,7,2,0.0,4061824.93270892,0.0,1
Idea,FinTech,Asia,935750.9316599997,3033465.1156409723,3,3,0.0,3582365.8508595866,0.0,1
Series A,E-commerce,US,5070994.129139318,30359572.578468967,12,7,144022.142861413,3233780.2466255543,5055903.632938076,0
Seed,AI/SaaS,US,1204842.445852702,5067824.161339166,6,5,225977.9882401037,10521645.169179035,728277.3022407054,0
Series B,AI/SaaS,Europe,5789127.97546613,41406162.12570588,9,9,477710.49533509096,4555834.348921284,0.0,1
Series B,EdTech,US,8936942.628830733,66460979.89806312,12,9,1399857.278868836,22184455.392814703,9421305.607824923,0
Series B,HealthTech,LATAM,7699524.81113021,54107939.10256271,14,15,419029.9402782073,4126686.683789341,6880879.718806933,0
Pre-Seed,HealthTech,Europe,1196956.5408227532,5306936.359298878,7,4,0.0,11994049.79354643,1189626.4073313235,0
Seed,HealthTech,Asia,2619126.6535049262,15573798.43426393,8,4,180346.18587340365,13193136.017159143,1758014.6943098623,0
Pre-Seed,HealthTech,US,1035970.6181203526,3529497.5886292444,9,5,0.0,5098469.951829524,0.0,1
Series A,EdTech,US,925271.44436758,4908829.619096804,12,4,479334.2679305341,6396898.762669939,640678.8936257687,0
Seed,AI/SaaS,Europe,3928867.616360529,26943219.03922982,8,1,341873.10057689855,2597733.792179716,0.0,1
Seed,HealthTech,US,1215714.4691862718,8060916.218176468,8,5,445991.7899115135,1449860.4216307588,785444.3011752515,0
Seed,FinTech,US,1957243.504149669,8809916.627776725,7,8,3234199.44361361,1672605.4161396506,0.0,1
Series A,AI/SaaS,US,5793012.143397279,21766922.36946089,12,7,244941.3635482356,11489210.967595574,6819055.751955815,0
Pre-Seed,EdTech,LATAM,1910632.926607377,11387298.792084014,6,7,0.0,20008363.27635748,2140509.4124086667,0
Seed,ClimateTech,LATAM,724833.1876471246,5390586.918135558,10,6,85409.3493336445,8513063.356355693,0.0,1
Series A,EdTech,Europe,11476089.75837206,53390018.76491475,12,4,208633.6566428652,7138145.637930537,9622036.948458614,0
Pre-Seed,AI/SaaS,US,525550.7162737873,3635715.196406815,7,4,0.0,7232406.39825684,0.0,1
Pre-Seed,ClimateTech,US,832161.5108398692,6346696.48426069,6,7,0.0,5918538.317846848,0.0,1
Series A,AI/SaaS,LATAM,1537490.8827702308,6477884.595652012,6,9,109738.31206689576,26785936.901211705,0.0,1
Series B,FinTech,LATAM,3527005.1558812344,22049066.960949488,14,9,4601166.6396986805,5996533.253547497,2535169.3066193974,0
Series A,HealthTech,Asia,13273999.5766151,53426618.77784012,12,10,437405.4224533329,12964156.783028409,15719658.326450128,0
Seed,FinTech,US,2415922.8045937484,8414593.676713074,13,10,744834.7661541292,7612231.161943547,1488909.3467895251,0
Seed,ClimateTech,Asia,2524976.1937643443,10551164.305591296,9,7,284271.30101775355,2774943.068908916,2240918.144235824,0
Seed,AI/SaaS,US,10587032.543187289,77098013.5325466,9,4,1293725.2182574468,77958140.1519874,0.0,1
Series A,EdTech,LATAM,3137119.075413222,21729409.660639677,10,6,1715358.6189560832,13696243.99967342,2815090.1737382943,0
Pre-Seed,AI/SaaS,LATAM,689787.2561519569,3234095.8621597327,9,6,0.0,8105395.621248758,0.0,1
Pre-Seed,FinTech,Europe,240380.3492934341,1685375.0508588203,6,5,0.0,19824017.27383204,225300.7149734296,0
Idea,HealthTech,US,413004.8901826119,2894717.173825174,4,7,0.0,9375310.042897103,379306.4144217336,0
Seed,HealthTech,Europe,2650367.440255568,12424493.581793556,6,6,175916.3096465055,19072989.89726512,1630353.0378063507,0
Series B,ClimateTech,Europe,4839108.587089581,24412791.39015601,14,8,407985.9765920114,7864268.606962341,3541435.315193697,0
Pre-Seed,AI/SaaS,Asia,1708190.8494626586,7274956.221153518,8,4,0.0,1615362.8706947383,0.0,1
Series A,EdTech,US,5558578.767082994,43624921.95711547,13,5,4940830.500050854,36666821.91152041,2793412.7596697104,0
Pre-Seed,E-commerce,Europe,454035.24892628,2286318.821978005,5,7,0.0,11303695.76412168,318657.1114369016,0
Idea,FinTech,LATAM,1014257.9103739632,6844222.811137941,3,6,0.0,8986160.358574,944929.9913880256,0
Seed,FinTech,US,996822.6144051948,7326187.904060674,7,6,1211511.1472535764,14209590.918713022,1149804.2357761555,0
Series A,FinTech,Europe,3240972.9700413398,22418982.727566514,8,9,189037.5153197262,11961844.3228611,0.0,1
Pre-Seed,ClimateTech,Europe,295586.4647196052,2205915.726874541,5,5,0.0,4369506.258762658,0.0,1
Series A,E-commerce,US,2065737.927729068,10816114.293607743,11,4,102328.3324584,12008438.040085845,2004353.7008318936,0
Pre-Seed,EdTech,Europe,547527.4213183513,3184257.6030361457,10,10,0.0,5383927.141499679,612807.9733164391,0
Series B,E-commerce,Europe,20978134.593023404,143720872.42351332,16,9,892481.717278304,18309340.05199405,19611576.512007277,0
Seed,FinTech,Asia,6072474.800196261,39340920.212064624,8,6,1933096.2404502276,5764923.5639757775,3423819.995181859,0
Pre-Seed,E-commerce,Europe,322644.9869382968,2156636.80641997,4,6,0.0,22364158.740973,364481.6749274998,0
Seed,HealthTech,Europe,618309.2273659199,3934700.975302843,7,5,353412.24938402063,15995985.446236938,0.0,1
Series A,AI/SaaS,Europe,1124507.484812131,8183874.0771062365,15,8,114267.2550373821,8360217.505465633,840721.120066929,0
Series A,ClimateTech,LATAM,2740098.198795287,19125421.92080484,11,7,351734.76566548395,13521407.326142928,3208660.6056418503,0
Pre-Seed,FinTech,Europe,1560891.2658666763,5042576.215434917,4,5,0.0,4723765.576499607,1744629.5904246138,0
Seed,HealthTech,Europe,1772114.1761663218,5340163.809135984,8,6,274891.07543445646,6365363.615349622,953090.9841769488,0
Seed,E-commerce,US,1222906.207794563,7624729.706736715,9,3,54127.14837409077,7397778.863867757,693100.5456434872,0
